r,g,b,digit,VAE log-likelihood,WWDC* conditional log-likelihood,WWDC* unconditional log-likelihood,image,projection_x,projection_y
0.8767622,0.4766507,0.7100747,7,13.271263122558594,-76.70475006103516,-75.61687469482422,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1543.png"" alt=""drawing"" style=""width:56px;""/>",0.4564581,5.957175
0.116151586,0.8146386,0.3700797,7,10.954147338867188,-70.42455291748047,-73.64848327636719,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1544.png"" alt=""drawing"" style=""width:56px;""/>",3.1596298,2.1956413
0.45987803,0.49836534,0.8891508,9,-11.322528839111328,-74.45523071289062,-73.889892578125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1545.png"" alt=""drawing"" style=""width:56px;""/>",4.692195,5.9873767
0.89198697,0.25060707,0.47431827,2,4.50946044921875,-74.613037109375,-73.20587921142578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1546.png"" alt=""drawing"" style=""width:56px;""/>",5.268426,-6.2535343
0.34983176,0.8467719,0.2794604,4,0.655242919921875,-73.4266357421875,-73.36341094970703,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1547.png"" alt=""drawing"" style=""width:56px;""/>",2.0542073,-0.33741486
0.17652038,0.27443227,0.14311439,1,28.034934997558594,-68.79049682617188,-69.17211151123047,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1548.png"" alt=""drawing"" style=""width:56px;""/>",-3.271259,-0.020315817
0.05458529,0.23836578,0.4791935,4,16.74896240234375,-78.69917297363281,-73.33855438232422,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1549.png"" alt=""drawing"" style=""width:56px;""/>",-6.4247565,3.0158627
0.82905954,0.7984289,0.6136972,5,-2.4849166870117188,-75.64630889892578,-82.146728515625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1550.png"" alt=""drawing"" style=""width:56px;""/>",-3.9579115,-2.893191
0.87516207,0.48697504,0.25853688,2,0.704925537109375,-84.77055358886719,-82.00222778320312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1551.png"" alt=""drawing"" style=""width:56px;""/>",0.35318837,10.959247
0.2691677,0.6679005,0.5756019,4,13.504020690917969,-72.33616638183594,-73.12525939941406,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1552.png"" alt=""drawing"" style=""width:56px;""/>",1.5177028,3.3154604
0.35272366,0.6302333,0.43594214,9,12.969345092773438,-84.74737548828125,-68.59237670898438,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1553.png"" alt=""drawing"" style=""width:56px;""/>",-0.4782161,-6.644169
0.26826102,0.083485074,0.22038952,9,45.21015930175781,-70.880859375,-65.83301544189453,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1554.png"" alt=""drawing"" style=""width:56px;""/>",-2.921421,1.8415576
0.33648697,0.5651668,0.7070662,1,36.93865966796875,-68.07862854003906,-68.64773559570312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1555.png"" alt=""drawing"" style=""width:56px;""/>",-4.144165,0.36669654
0.6967704,0.4338749,0.57815766,8,23.6754150390625,-68.60002136230469,-74.64228820800781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1556.png"" alt=""drawing"" style=""width:56px;""/>",3.6182072,-3.083029
0.76179373,0.8637476,0.56365657,4,28.78791046142578,-75.38973999023438,-78.94642639160156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1557.png"" alt=""drawing"" style=""width:56px;""/>",-10.156194,-3.7035677
0.4941334,0.14347391,0.74524224,0,9.257705688476562,-73.75733947753906,-71.9616928100586,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1558.png"" alt=""drawing"" style=""width:56px;""/>",4.384398,2.7680163
0.5937622,0.11814383,0.10722085,9,37.302879333496094,-76.60465240478516,-70.21138000488281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1559.png"" alt=""drawing"" style=""width:56px;""/>",-2.0720055,6.69237
0.11004629,0.6751721,0.9128957,8,7.80450439453125,-72.05168151855469,-77.33726501464844,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1560.png"" alt=""drawing"" style=""width:56px;""/>",0.26785374,-4.913334
0.115913406,0.91810584,0.12917988,4,25.131507873535156,-70.65306091308594,-77.59375,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1561.png"" alt=""drawing"" style=""width:56px;""/>",9.207933,4.886559
0.7999072,0.6152881,0.6248866,8,19.524154663085938,-72.85346984863281,-71.7242431640625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1562.png"" alt=""drawing"" style=""width:56px;""/>",3.3789582,-0.9086308
0.066251665,0.25691664,0.600125,7,23.42412567138672,-72.18974304199219,-76.69136810302734,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1563.png"" alt=""drawing"" style=""width:56px;""/>",-4.229838,-2.60207
0.31564358,0.15601254,0.18003419,7,26.921173095703125,-65.57210540771484,-65.67280578613281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1564.png"" alt=""drawing"" style=""width:56px;""/>",0.4262445,-0.86387545
0.88746417,0.759968,0.6739925,0,10.204765319824219,-74.11549377441406,-76.25548553466797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1565.png"" alt=""drawing"" style=""width:56px;""/>",6.35897,-8.041953
0.27844518,0.8934409,0.534982,7,3.2230911254882812,-76.09243774414062,-77.25289154052734,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1566.png"" alt=""drawing"" style=""width:56px;""/>",-4.9183,5.7164226
0.5717712,0.5088508,0.16904308,8,42.209129333496094,-71.12507629394531,-73.04328918457031,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1567.png"" alt=""drawing"" style=""width:56px;""/>",8.193592,-0.86249477
0.4534,0.5584751,0.6797823,8,5.662528991699219,-71.15827941894531,-72.58535766601562,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1568.png"" alt=""drawing"" style=""width:56px;""/>",1.3685108,3.1170304
0.90631664,0.92728204,0.1347981,6,41.98572540283203,-78.72764587402344,-82.12299346923828,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1569.png"" alt=""drawing"" style=""width:56px;""/>",7.769678,4.663237
0.4107059,0.9034807,0.68541026,0,-4.9464874267578125,-82.66439056396484,-79.78240966796875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1570.png"" alt=""drawing"" style=""width:56px;""/>",-1.0794864,-11.968094
0.42223537,0.09643971,0.7083293,4,41.55250549316406,-70.4792251586914,-68.62445831298828,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1571.png"" alt=""drawing"" style=""width:56px;""/>",-0.029026082,7.226158
0.5823196,0.53677803,0.9488812,8,18.84033203125,-73.22491455078125,-74.40743255615234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1572.png"" alt=""drawing"" style=""width:56px;""/>",-3.2675707,-2.792041
0.38469955,0.7379694,0.49162546,8,5.311866760253906,-74.22260284423828,-72.86898040771484,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1573.png"" alt=""drawing"" style=""width:56px;""/>",4.9435315,-3.9981
0.05128918,0.59555495,0.63226575,2,-15.08843994140625,-76.48076629638672,-79.63725280761719,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1574.png"" alt=""drawing"" style=""width:56px;""/>",4.441816,-3.8860452
0.111720845,0.82163966,0.36839768,4,28.225357055664062,-75.65364837646484,-75.25445556640625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1575.png"" alt=""drawing"" style=""width:56px;""/>",3.4006867,-2.3253043
0.9335434,0.41424912,0.58469427,7,30.309532165527344,-71.46456909179688,-72.46464538574219,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1576.png"" alt=""drawing"" style=""width:56px;""/>",0.9308929,-2.4908876
0.36101168,0.92880905,0.3333668,6,13.938247680664062,-68.93305969238281,-74.13813018798828,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1577.png"" alt=""drawing"" style=""width:56px;""/>",6.9016447,0.8231661
0.055656888,0.0733504,0.506157,6,28.555320739746094,-68.90132904052734,-70.77705383300781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1578.png"" alt=""drawing"" style=""width:56px;""/>",1.0314138,2.3854797
0.700021,0.1807308,0.41594145,6,42.726409912109375,-71.81446075439453,-68.14030456542969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1579.png"" alt=""drawing"" style=""width:56px;""/>",-0.611589,-2.9289222
0.71423435,0.32608387,0.2666332,4,6.190162658691406,-67.60214233398438,-68.93014526367188,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1580.png"" alt=""drawing"" style=""width:56px;""/>",-3.0007868,-1.2720749
0.062117416,0.79412585,0.5530337,7,7.805511474609375,-79.8681411743164,-80.62168884277344,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1581.png"" alt=""drawing"" style=""width:56px;""/>",-1.8929005,-9.528367
0.86216325,0.06926223,0.54307276,1,41.365089416503906,-69.37338256835938,-69.83271789550781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1582.png"" alt=""drawing"" style=""width:56px;""/>",-4.2153993,2.1129823
0.9346668,0.4836255,0.6411921,8,11.641395568847656,-86.05665588378906,-82.56181335449219,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1583.png"" alt=""drawing"" style=""width:56px;""/>",-6.238801,6.17933
0.45887417,0.21577209,0.54296833,8,25.853492736816406,-70.79376220703125,-68.31756591796875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1584.png"" alt=""drawing"" style=""width:56px;""/>",-0.025027767,6.755819
0.79545575,0.94385576,0.3569814,2,14.689300537109375,-88.20030212402344,-88.9680404663086,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1585.png"" alt=""drawing"" style=""width:56px;""/>",7.852904,0.33684075
0.4679033,0.5899001,0.9001772,3,-7.8491058349609375,-73.06901550292969,-75.31698608398438,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1586.png"" alt=""drawing"" style=""width:56px;""/>",-4.7964396,-0.5120598
0.34018272,0.7593693,0.8891286,6,37.370018005371094,-75.68203735351562,-74.12137603759766,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1587.png"" alt=""drawing"" style=""width:56px;""/>",8.465187,7.352606
0.13366003,0.15375508,0.2937648,3,40.216453552246094,-68.7996597290039,-68.60606384277344,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1588.png"" alt=""drawing"" style=""width:56px;""/>",-5.497417,0.21168965
0.6977855,0.46467075,0.59839636,0,44.14698791503906,-74.52607727050781,-74.46546936035156,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1589.png"" alt=""drawing"" style=""width:56px;""/>",8.075687,-1.835885
0.66005105,0.27497244,0.64236957,0,26.610557556152344,-72.94931030273438,-70.78054809570312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1590.png"" alt=""drawing"" style=""width:56px;""/>",5.264474,1.4516969
0.11450589,0.75756574,0.74567187,3,21.258621215820312,-73.32820129394531,-73.36885833740234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1591.png"" alt=""drawing"" style=""width:56px;""/>",5.2277255,3.1384137
0.18690032,0.8290722,0.14820774,7,20.121055603027344,-71.51673126220703,-71.30496978759766,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1592.png"" alt=""drawing"" style=""width:56px;""/>",-3.4208083,-5.2516046
0.5887324,0.3350515,0.379197,6,37.519004821777344,-72.934326171875,-70.50407409667969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1593.png"" alt=""drawing"" style=""width:56px;""/>",-7.0104218,4.742943
0.8064352,0.6997231,0.19609633,9,24.81970977783203,-78.91957092285156,-75.63536834716797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1594.png"" alt=""drawing"" style=""width:56px;""/>",9.330418,-1.3710757
0.83248436,0.26937255,0.3672627,7,12.791938781738281,-70.3754653930664,-69.33269500732422,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1595.png"" alt=""drawing"" style=""width:56px;""/>",3.74186,-4.8076186
0.0794219,0.7234788,0.1371615,9,30.001991271972656,-72.39244079589844,-74.44694519042969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1596.png"" alt=""drawing"" style=""width:56px;""/>",2.5566282,-1.3959305
0.9479381,0.5724692,0.19516946,9,26.710342407226562,-72.00167846679688,-73.92062377929688,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1597.png"" alt=""drawing"" style=""width:56px;""/>",0.8640389,-0.15103112
0.26778165,0.23342988,0.8930943,5,-0.9041748046875,-72.43438720703125,-73.81216430664062,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1598.png"" alt=""drawing"" style=""width:56px;""/>",-1.029524,-5.8842173
0.23329426,0.44243723,0.31519908,4,42.29890441894531,-67.24908447265625,-67.41039276123047,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1599.png"" alt=""drawing"" style=""width:56px;""/>",-0.06301872,3.037548
0.25713208,0.7403607,0.49445406,3,33.615150451660156,-69.6073226928711,-71.87094116210938,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1600.png"" alt=""drawing"" style=""width:56px;""/>",-2.6043851,-3.6109602
0.25292006,0.5933545,0.26944456,3,10.15814208984375,-76.86405181884766,-73.7035140991211,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1601.png"" alt=""drawing"" style=""width:56px;""/>",2.9702532,-5.764357
0.08544271,0.83955574,0.9045476,6,-5.475349426269531,-74.39655303955078,-77.38796997070312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1602.png"" alt=""drawing"" style=""width:56px;""/>",4.126198,1.1339786
0.821236,0.750119,0.79955405,1,33.85077667236328,-71.05258178710938,-70.12240600585938,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1603.png"" alt=""drawing"" style=""width:56px;""/>",2.066647,-7.7967825
0.3841341,0.68877625,0.32337004,2,19.8887939453125,-70.37590026855469,-73.14494323730469,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1604.png"" alt=""drawing"" style=""width:56px;""/>",-7.3724194,-2.1849058
0.9138889,0.7140449,0.3653287,3,33.596099853515625,-72.00328826904297,-72.20886993408203,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1605.png"" alt=""drawing"" style=""width:56px;""/>",2.7261648,-1.1819198
0.8328136,0.8388608,0.10298006,7,13.281280517578125,-73.33155822753906,-75.1151123046875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1606.png"" alt=""drawing"" style=""width:56px;""/>",-5.4774547,-3.6834505
0.862946,0.06648239,0.8308746,3,3.8185501098632812,-76.53118896484375,-70.91272735595703,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1607.png"" alt=""drawing"" style=""width:56px;""/>",-0.11666016,5.1016536
0.4403173,0.8298509,0.6576541,3,22.125885009765625,-72.60550689697266,-76.06292724609375,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1608.png"" alt=""drawing"" style=""width:56px;""/>",2.0354428,0.64469415
0.088014625,0.58828276,0.565259,2,-8.685943603515625,-83.20580291748047,-80.11570739746094,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1609.png"" alt=""drawing"" style=""width:56px;""/>",-1.9057508,-2.0862992
0.91687,0.1915465,0.7241507,0,16.025726318359375,-81.29215240478516,-78.90607452392578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1610.png"" alt=""drawing"" style=""width:56px;""/>",5.1667957,2.4303641
0.17279914,0.88253176,0.18428285,3,1.4208450317382812,-83.01911926269531,-82.15642547607422,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1611.png"" alt=""drawing"" style=""width:56px;""/>",2.2290092,-9.646937
0.43547314,0.58455443,0.74344546,3,4.491363525390625,-74.6378402709961,-74.26197052001953,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1612.png"" alt=""drawing"" style=""width:56px;""/>",-1.4081303,-6.12958
0.82165974,0.8493282,0.84177685,8,15.945968627929688,-79.54735565185547,-88.5118408203125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1613.png"" alt=""drawing"" style=""width:56px;""/>",7.78569,2.3382592
0.5276902,0.3138575,0.76356775,4,25.387191772460938,-75.07086181640625,-73.23438262939453,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1614.png"" alt=""drawing"" style=""width:56px;""/>",-4.3813686,5.3451
0.7764752,0.35931075,0.40178514,3,2.0848770141601562,-77.96470642089844,-79.60660552978516,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1615.png"" alt=""drawing"" style=""width:56px;""/>",-6.937956,3.0780041
0.64034206,0.24209572,0.4181092,6,43.474212646484375,-76.0190200805664,-73.89764404296875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1616.png"" alt=""drawing"" style=""width:56px;""/>",9.616469,-4.6098127
0.42728037,0.21885663,0.6114181,3,26.326385498046875,-74.50887298583984,-71.26387023925781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1617.png"" alt=""drawing"" style=""width:56px;""/>",-8.860041,-0.21160159
0.17758426,0.67252785,0.34380773,5,0.631866455078125,-82.08856201171875,-79.79081726074219,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1618.png"" alt=""drawing"" style=""width:56px;""/>",2.8813798,8.165917
0.17631873,0.2335036,0.91367567,0,9.732734680175781,-73.18130493164062,-71.5776138305664,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1619.png"" alt=""drawing"" style=""width:56px;""/>",2.5982556,0.7041237
0.0576333,0.94663566,0.45420435,2,-0.0578155517578125,-72.35671997070312,-77.47634887695312,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1620.png"" alt=""drawing"" style=""width:56px;""/>",-0.44320336,-6.9745
0.7713534,0.21413311,0.281616,0,23.13121795654297,-77.6094741821289,-72.40681457519531,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1621.png"" alt=""drawing"" style=""width:56px;""/>",8.693761,-2.451018
0.36224836,0.8225401,0.6371695,9,0.473663330078125,-71.19673156738281,-75.13301849365234,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1622.png"" alt=""drawing"" style=""width:56px;""/>",4.0625763,4.966983
0.3535707,0.42841506,0.174356,0,29.944236755371094,-71.42901611328125,-70.19513702392578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1623.png"" alt=""drawing"" style=""width:56px;""/>",-1.8745168,2.9546673
0.10711667,0.62699854,0.88485324,7,-13.951187133789062,-73.60205841064453,-76.44003295898438,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1624.png"" alt=""drawing"" style=""width:56px;""/>",3.119924,5.976291
0.2324668,0.3916543,0.33558962,4,34.682472229003906,-70.87438201904297,-71.23978424072266,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1625.png"" alt=""drawing"" style=""width:56px;""/>",3.8098307,3.1293273
0.15048322,0.09130318,0.104638904,6,20.900917053222656,-76.97286987304688,-66.75891876220703,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1626.png"" alt=""drawing"" style=""width:56px;""/>",-7.8065205,0.9635388
0.10313596,0.713255,0.4039926,9,3.628936767578125,-71.97640991210938,-75.17017364501953,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1627.png"" alt=""drawing"" style=""width:56px;""/>",-0.13219681,7.5687065
0.11798622,0.15583278,0.90584266,3,33.112571716308594,-76.60731506347656,-75.79217529296875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1628.png"" alt=""drawing"" style=""width:56px;""/>",-3.0655906,3.3190403
0.33079317,0.16548502,0.8214926,5,25.04706573486328,-71.88191223144531,-73.2105941772461,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1629.png"" alt=""drawing"" style=""width:56px;""/>",-0.16360496,-5.219225
0.10231756,0.08653711,0.65419096,1,52.8338623046875,-64.96112060546875,-70.81135559082031,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1630.png"" alt=""drawing"" style=""width:56px;""/>",-3.8752744,1.1437343
0.58618575,0.3403995,0.44974044,9,7.697967529296875,-66.8705062866211,-66.1660385131836,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1631.png"" alt=""drawing"" style=""width:56px;""/>",-2.6730828,1.8283582
0.26817372,0.43237787,0.4428554,6,18.960304260253906,-68.71865844726562,-69.04473876953125,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1632.png"" alt=""drawing"" style=""width:56px;""/>",0.3340979,-2.864305
0.3847899,0.9049881,0.69418937,1,61.99022674560547,-66.95001983642578,-69.46759796142578,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1633.png"" alt=""drawing"" style=""width:56px;""/>",-4.1415257,0.8131363
0.16073413,0.1914883,0.60057956,4,22.54125213623047,-71.4121322631836,-69.57770538330078,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1634.png"" alt=""drawing"" style=""width:56px;""/>",-2.8145316,-3.305579
0.8309892,0.6872707,0.928079,5,-8.056510925292969,-78.22474670410156,-81.36125183105469,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1635.png"" alt=""drawing"" style=""width:56px;""/>",-5.359498,-2.879805
0.18173352,0.35604173,0.36767516,4,5.658195495605469,-73.57443237304688,-72.71263122558594,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1636.png"" alt=""drawing"" style=""width:56px;""/>",2.6011243,-2.9613893
0.7987394,0.6401056,0.4815722,5,19.2332763671875,-76.3648910522461,-76.00548553466797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1637.png"" alt=""drawing"" style=""width:56px;""/>",-0.95615757,3.7484171
0.5644798,0.8836908,0.7114435,0,33.29212188720703,-72.62603759765625,-76.76727294921875,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1638.png"" alt=""drawing"" style=""width:56px;""/>",-0.30300823,-6.773895
0.09897842,0.710308,0.9058487,5,2.4247512817382812,-74.75421905517578,-77.33595275878906,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1639.png"" alt=""drawing"" style=""width:56px;""/>",3.3028183,4.745147
0.36268893,0.89724606,0.48557717,9,26.71324920654297,-76.99021911621094,-76.32945251464844,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1640.png"" alt=""drawing"" style=""width:56px;""/>",7.629212,4.3252916
0.24628657,0.2978726,0.18171072,5,-6.466850280761719,-75.4857406616211,-70.33135223388672,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1641.png"" alt=""drawing"" style=""width:56px;""/>",7.2326703,4.398439
0.27949318,0.73061526,0.63915676,2,-9.717674255371094,-75.49835205078125,-74.29219055175781,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1642.png"" alt=""drawing"" style=""width:56px;""/>",5.547013,-3.0051036
0.38423452,0.87087286,0.18063699,1,31.86103057861328,-69.15826416015625,-69.48774719238281,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1643.png"" alt=""drawing"" style=""width:56px;""/>",-3.4621003,1.5846387
0.4762757,0.32764205,0.9059107,2,13.159820556640625,-70.2930908203125,-72.24723815917969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1644.png"" alt=""drawing"" style=""width:56px;""/>",-4.3040113,-4.9703245
0.056914628,0.71736944,0.84800386,9,-6.098731994628906,-74.72528076171875,-75.31339263916016,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1645.png"" alt=""drawing"" style=""width:56px;""/>",0.9772076,9.805223
0.3117208,0.5894546,0.731776,1,19.29644775390625,-70.39749145507812,-67.19156646728516,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1646.png"" alt=""drawing"" style=""width:56px;""/>",-1.7469428,1.3816856
0.114321575,0.9136518,0.5874447,9,34.01666259765625,-70.02589416503906,-74.81961822509766,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1647.png"" alt=""drawing"" style=""width:56px;""/>",-3.4536333,0.28306824
0.8952388,0.20810136,0.097348176,9,24.381423950195312,-73.44073486328125,-70.8511734008789,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1648.png"" alt=""drawing"" style=""width:56px;""/>",-5.632934,4.8831835
0.79445636,0.8086175,0.69775486,4,-2.0086669921875,-75.39230346679688,-79.28341674804688,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1649.png"" alt=""drawing"" style=""width:56px;""/>",-2.3441434,-8.010042
0.10192515,0.2873727,0.2738738,0,19.218406677246094,-66.7577133178711,-67.70568084716797,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1650.png"" alt=""drawing"" style=""width:56px;""/>",0.66937107,-3.8037262
0.754044,0.8626695,0.5510272,8,6.096900939941406,-73.91800689697266,-79.41429138183594,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1651.png"" alt=""drawing"" style=""width:56px;""/>",2.8845823,1.3937572
0.647697,0.8613208,0.19401853,4,-8.974628448486328,-71.42727661132812,-73.81999969482422,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1652.png"" alt=""drawing"" style=""width:56px;""/>",7.823988,0.3446334
0.7383451,0.07891534,0.21492387,5,35.31785583496094,-74.31774139404297,-75.45556640625,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1653.png"" alt=""drawing"" style=""width:56px;""/>",-4.9683213,3.8949375
0.165849,0.08098477,0.7539737,2,23.779708862304688,-74.53692626953125,-77.62599182128906,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1654.png"" alt=""drawing"" style=""width:56px;""/>",3.416354,8.957183
0.41035882,0.34518757,0.12716618,9,-3.9312210083007812,-70.37504577636719,-67.93083190917969,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1655.png"" alt=""drawing"" style=""width:56px;""/>",-4.743098,0.21327522
0.40518197,0.49132392,0.6226546,2,41.799652099609375,-71.34932708740234,-78.0267333984375,"<img src=""https://rgbmnist.s3.eu-north-1.amazonaws.com/images/img_1656.png"" alt=""drawing"" style=""width:56px;""/>",-4.816734,0.15777875
